edit_distance,target_sequence_length,output_sequence_length,suffix_array_construction_time,adjacency_matrix_construction_time,sequence_reconstruction_time
0,10000,10000,0.018985986709594727,0.34775328636169434,0.06649923324584961
0,10000,10000,0.019039630889892578,0.3435940742492676,0.08653092384338379
0,10000,10000,0.020554542541503906,0.3587801456451416,0.0795736312866211
0,10000,10000,0.024998903274536133,0.3533778190612793,0.09394431114196777
0,10000,10000,0.02495718002319336,0.3546781539916992,0.08251667022705078
0,10000,10000,0.022513389587402344,0.3427867889404297,0.07654666900634766
0,10000,10000,0.028032541275024414,0.32985901832580566,0.0933997631072998
0,10000,10000,0.02304697036743164,0.33466124534606934,0.06804752349853516
0,10000,10000,0.018594980239868164,0.35866522789001465,0.07056403160095215
0,10000,10000,0.021001815795898438,0.37514495849609375,0.07131695747375488
0,10000,10000,0.02004075050354004,0.32973170280456543,0.07260584831237793
0,10000,10000,0.020962238311767578,0.3715977668762207,0.0669851303100586
0,10000,10000,0.021511316299438477,0.36862730979919434,0.06455159187316895
0,10000,10000,0.019007444381713867,0.3933100700378418,0.0855264663696289
0,10000,10000,0.0240023136138916,0.34841132164001465,0.06999039649963379
0,10000,10000,0.020519733428955078,0.3526113033294678,0.08658051490783691
0,10000,10000,0.0299985408782959,0.35626983642578125,0.06655025482177734
0,10000,10000,0.022999286651611328,0.33974242210388184,0.07654595375061035
0,10000,10000,0.02402496337890625,0.3615272045135498,0.07065010070800781
0,10000,10000,0.020954132080078125,0.32296037673950195,0.0795896053314209
0,10000,10000,0.019967317581176758,0.37337207794189453,0.07500243186950684
0,10000,10000,0.020592689514160156,0.3318049907684326,0.08357930183410645
0,10000,10000,0.019950151443481445,0.3841087818145752,0.06956148147583008
0,10000,10000,0.0199587345123291,0.3338744640350342,0.07265043258666992
0,10000,10000,0.022037982940673828,0.3742542266845703,0.07201385498046875
0,10000,10000,0.021517038345336914,0.3576352596282959,0.06751680374145508
0,10000,10000,0.02200031280517578,0.34833288192749023,0.08553791046142578
0,10000,10000,0.02299332618713379,0.34786534309387207,0.08158302307128906
0,10000,10000,0.019994258880615234,0.3281111717224121,0.07203125953674316
0,10000,10000,0.018010616302490234,0.3662233352661133,0.07346796989440918
0,10000,10000,0.02400517463684082,0.32586050033569336,0.0776224136352539
0,10000,10000,0.019959688186645508,0.3517272472381592,0.08553218841552734
0,10000,10000,0.026999950408935547,0.33872103691101074,0.0765688419342041
0,10000,10000,0.022016048431396484,0.3481614589691162,0.07648801803588867
0,10000,10000,0.02099466323852539,0.36582112312316895,0.07418155670166016
0,10000,10000,0.026088237762451172,0.33858656883239746,0.09252452850341797
0,10000,10000,0.03200483322143555,0.36400270462036133,0.07949614524841309
0,10000,10000,0.02303481101989746,0.33352017402648926,0.0784766674041748
0,10000,10000,0.025000572204589844,0.3294539451599121,0.07908320426940918
0,10000,10000,0.02096271514892578,0.33004188537597656,0.07554864883422852
0,10000,10000,0.026018619537353516,0.3632974624633789,0.08161187171936035
0,10000,10000,0.023077964782714844,0.3620784282684326,0.18615269660949707
0,10000,10000,0.08354640007019043,0.5288314819335938,0.0935666561126709
0,10000,10000,0.03501772880554199,0.4384150505065918,0.1685035228729248
0,10000,10000,0.056524038314819336,0.44864797592163086,0.09105491638183594
0,10000,10000,0.030529260635375977,0.40915632247924805,0.09924936294555664
0,10000,10000,0.025014638900756836,0.367342472076416,0.08457446098327637
0,10000,10000,0.022958993911743164,0.47092390060424805,0.06798934936523438
0,10000,10000,0.023053407669067383,0.5462760925292969,0.08755874633789062
0,10000,10000,0.02199244499206543,0.3754119873046875,0.06700682640075684
0,10000,10000,0.020589113235473633,0.337554931640625,0.07653498649597168
0,10000,10000,0.025955915451049805,0.46240758895874023,0.07401800155639648
0,10000,10000,0.023631572723388672,0.3647487163543701,0.12810993194580078
0,10000,10000,0.0740044116973877,0.5608785152435303,0.07258272171020508
0,10000,10000,0.023001432418823242,0.381511926651001,0.06904244422912598
0,10000,10000,0.021557092666625977,0.3385050296783447,0.06563305854797363
0,10000,10000,0.020001888275146484,0.3741624355316162,0.10722875595092773
0,10000,10000,0.03203988075256348,0.358325719833374,0.07196426391601562
0,10000,10000,0.02327561378479004,0.3936619758605957,0.07259607315063477
0,10000,10000,0.021003246307373047,0.4064466953277588,0.10401344299316406
0,10000,10000,0.031008005142211914,0.5037109851837158,0.15554451942443848
0,10000,10000,0.027515649795532227,0.38310813903808594,0.0830831527709961
0,10000,10000,0.025522232055664062,0.4664912223815918,0.09562516212463379
0,10000,10000,0.02649378776550293,0.40097737312316895,0.08900094032287598
0,10000,10000,0.028527498245239258,0.4481031894683838,0.06665515899658203
0,10000,10000,0.021961688995361328,0.34454989433288574,0.07502913475036621
