k,edit_distance,target_sequence_length,output_sequence_length,de_bruijn_graph_construction_time,euler_path_reconstruction_time
5,257398.0,258426,1028,5.550315618515015,0.0718080997467041
6,254325.0,258426,4101,1.4690701961517334,0.2533247470855713
7,258426.0,258426,0,1.5977261066436768,0.014959573745727539
8,258426.0,258426,0,1.8630166053771973,0.0
9,258426.0,258426,0,2.147256374359131,0.0
10,258426.0,258426,0,3.1954519748687744,0.0
11,258426.0,258426,0,6.929464101791382,0.001994609832763672
12,258426.0,258426,0,5.806467294692993,0.01795172691345215
13,258426.0,258426,0,6.121143579483032,0.005984783172607422
14,258426.0,258426,0,4.526891708374023,0.017950773239135742
15,258426.0,258426,0,4.174832344055176,0.017952442169189453
16,258426.0,258426,0,4.1708433628082275,0.018949031829833984
17,258426.0,258426,0,4.105018854141235,0.01795339584350586
18,258426.0,258426,0,4.811130046844482,0.07679486274719238
19,258426.0,258426,0,4.271573781967163,0.07380294799804688
20,258426.0,258426,0,4.103024005889893,0.17552995681762695
21,258426.0,258426,0,3.794851303100586,0.22339987754821777
22,258426.0,258426,0,5.012592554092407,0.1685476303100586
23,258426.0,258426,0,3.8367371559143066,0.22738981246948242
24,258426.0,258426,0,3.7629342079162598,0.21941304206848145
25,258426.0,258426,0,4.6046836376190186,0.22539544105529785
26,258426.0,258426,0,3.9005661010742188,0.2343738079071045
27,258426.0,258426,0,3.8118033409118652,0.24135446548461914
28,258426.0,258426,0,4.649562358856201,0.2982017993927002
29,258426.0,258426,0,5.1442389488220215,0.23337554931640625
30,258426.0,258426,0,3.951429843902588,0.2533223628997803
31,258426.0,258426,0,3.8252782821655273,0.2782564163208008
32,258426.0,258426,0,3.727027416229248,0.2732679843902588
33,258426.0,258426,0,4.709399461746216,0.2812478542327881
34,258426.0,258426,0,4.039194822311401,0.27127528190612793
35,258426.0,258426,0,3.853694200515747,0.2772557735443115
36,258426.0,258426,0,4.767247438430786,1.528914213180542
37,258426.0,258426,0,3.9354703426361084,1.5099608898162842
38,258426.0,258426,0,3.965392589569092,1.6176729202270508
39,258426.0,258426,0,3.915527820587158,1.53090238571167
40,258426.0,258426,0,4.7313432693481445,1.6206645965576172
41,258426.0,258426,0,4.069114923477173,1.587754249572754
42,258426.0,258426,0,3.8118033409118652,1.5109577178955078
43,258426.0,258426,0,3.7599422931671143,1.4800403118133545
44,258426.0,258426,0,4.597699880599976,1.4760522842407227
45,258426.0,258426,0,3.9274954795837402,1.504974365234375
46,258426.0,258426,0,3.875633955001831,1.494002103805542
47,258426.0,258426,0,4.022237300872803,1.5259182453155518
48,258426.0,258426,0,3.9135308265686035,1.5149476528167725
49,258426.0,258426,0,4.676490306854248,1.6236586570739746
50,258426.0,258426,0,3.9643943309783936,1.7144145965576172
51,258426.0,258426,0,3.9963088035583496,1.601714849472046
52,258426.0,258426,0,3.869649887084961,1.5109570026397705
53,258426.0,258426,0,5.3945701122283936,1.4461307525634766
54,258426.0,258426,0,3.729024887084961,1.5269155502319336
55,258426.0,258426,0,3.6372718811035156,1.4311699867248535
56,258426.0,258426,0,4.507941007614136,1.4082331657409668
57,258426.0,258426,0,3.6253018379211426,1.4511184692382812
58,258426.0,258426,0,3.897573947906494,1.4211978912353516
59,258426.0,258426,0,3.645251750946045,1.3633534908294678
60,258426.0,258426,0,3.5205819606781006,1.427182912826538
61,258426.0,258426,0,4.495973110198975,1.3932747840881348
62,258426.0,258426,0,3.6861395835876465,1.398258924484253
63,258426.0,258426,0,3.798837661743164,1.4820353984832764
64,258426.0,258426,0,3.9524264335632324,1.375321388244629
65,258426.0,258426,0,3.474703550338745,1.3543765544891357
66,258426.0,258426,0,3.7539591789245605,1.4640822410583496
67,258426.0,258426,0,3.5664594173431396,1.3573682308197021
68,258426.0,258426,0,4.660532474517822,1.3842964172363281
69,258426.0,258426,0,3.6801559925079346,1.3912780284881592
70,258426.0,258426,0,3.708080768585205,1.4700679779052734
71,258426.0,258426,0,3.7908496856689453,1.34041428565979
72,258426.0,258426,0,3.72503662109375,1.3234586715698242
73,258426.0,258426,0,4.985662937164307,1.420201063156128
74,258426.0,258426,0,3.5365402698516846,1.2995233535766602
75,258426.0,258426,0,3.3550264835357666,1.3603615760803223
76,258426.0,258426,0,3.6372692584991455,1.3603603839874268
77,258426.0,258426,0,4.623633146286011,1.2865564823150635
78,258426.0,258426,0,3.830751895904541,1.3872885704040527
79,258426.0,258426,0,3.7908577919006348,1.3055074214935303
80,258426.0,258426,0,3.658216714859009,1.3094947338104248
81,258426.0,258426,0,3.72702956199646,1.33443284034729
82,258426.0,258426,0,3.416857957839966,1.2765870094299316
83,258426.0,258426,0,3.3630025386810303,1.3753211498260498
84,258426.0,258426,0,3.343057632446289,1.2586314678192139
85,258426.0,258426,0,4.213728189468384,1.289551019668579
86,258426.0,258426,0,3.8038241863250732,1.341411828994751
87,258426.0,258426,0,3.436805486679077,1.2376899719238281
