k,edit_distance,target_sequence_length,output_sequence_length,de_bruijn_graph_construction_time,euler_path_reconstruction_time
6,10000,10000,0,0.04156231880187988,0.0010416507720947266
7,10000,10000,0,0.044991254806518555,0.0
8,10000,10000,0,0.05654168128967285,0.0
9,10000,10000,0,0.04700303077697754,0.034008026123046875
10,10000,10000,0,0.05255389213562012,0.03300118446350098
11,10000,10000,0,0.2070934772491455,0.03651285171508789
12,10000,10000,0,0.05300498008728027,0.04254007339477539
13,0,10000,10000,0.04200172424316406,0.4389379024505615
14,0,10000,10000,0.03603029251098633,0.3113534450531006
15,0,10000,10000,0.03197789192199707,0.4053630828857422
16,0,10000,10000,0.038637399673461914,0.3187413215637207
17,0,10000,10000,0.04305267333984375,0.4518246650695801
18,0,10000,10000,0.19421124458312988,0.3648958206176758
19,0,10000,10000,0.03455185890197754,0.5440235137939453
20,0,10000,10000,0.03540778160095215,0.3357086181640625
21,0,10000,10000,0.13124966621398926,0.423504114151001
22,0,10000,10000,0.042022705078125,0.3159663677215576
23,0,10000,10000,0.1468663215637207,0.3418240547180176
24,0,10000,10000,0.05009007453918457,0.4450242519378662
25,0,10000,10000,0.03303122520446777,0.3355538845062256
26,0,10000,10000,0.03397059440612793,0.41050291061401367
27,0,10000,10000,0.031031131744384766,0.2804756164550781
28,0,10000,10000,0.03301596641540527,0.28652215003967285
29,0,10000,10000,0.14730119705200195,0.30003881454467773
30,0,10000,10000,0.031040430068969727,0.3605365753173828
31,0,10000,10000,0.037044525146484375,0.30696535110473633
32,0,10000,10000,0.11556196212768555,0.2966921329498291
33,0,10000,10000,0.03351330757141113,0.3008253574371338
34,0,10000,10000,0.12667536735534668,0.3118710517883301
35,0,10000,10000,0.03696179389953613,0.4088444709777832
36,0,10000,10000,0.03130626678466797,0.2849700450897217
37,0,10000,10000,0.03502988815307617,0.33925342559814453
38,0,10000,10000,0.20665287971496582,0.30083417892456055
39,0,10000,10000,0.029567241668701172,0.3977537155151367
40,0,10000,10000,0.0340116024017334,0.29851531982421875
41,0,10000,10000,0.1215825080871582,0.34124255180358887
42,0,10000,10000,0.037042856216430664,0.2897660732269287
43,0,10000,10000,0.13846755027770996,0.2900409698486328
44,0,10000,10000,0.031116247177124023,0.420029878616333
45,0,10000,10000,0.03697705268859863,0.3121671676635742
46,0,10000,10000,0.11052536964416504,0.31575441360473633
47,0,10000,10000,0.03356027603149414,0.31142568588256836
48,0,10000,10000,0.1365649700164795,0.30870509147644043
49,0,10000,10000,0.036607980728149414,0.39898037910461426
50,0,10000,10000,0.039034128189086914,0.3336939811706543
51,0,10000,10000,0.11705923080444336,0.322772741317749
52,10000,10000,0,0.03599834442138672,0.02700662612915039
53,10000,10000,0,0.03751230239868164,0.01904129981994629
54,10000,10000,0,0.11865019798278809,0.021120071411132812
55,10000,10000,0,0.034450531005859375,0.024999380111694336
56,10000,10000,0,0.0380098819732666,0.028507471084594727
57,10000,10000,0,0.12763142585754395,0.02100396156311035
58,10000,10000,0,0.027033329010009766,0.018636703491210938
59,10000,10000,0,0.03099346160888672,0.019031524658203125
60,10000,10000,0,0.03098320960998535,0.018661022186279297
61,10000,10000,0,0.12455153465270996,0.024016618728637695
62,10000,10000,0,0.02903437614440918,0.02251744270324707
63,10000,10000,0,0.04300212860107422,0.02500438690185547
64,10000,10000,0,0.12815451622009277,0.021985530853271484
65,10000,10000,0,0.03605246543884277,0.017950773239135742
66,10000,10000,0,0.027700185775756836,0.020954132080078125
67,10000,10000,0,0.12072324752807617,0.0240018367767334
68,10000,10000,0,0.039331912994384766,0.028933286666870117
69,10000,10000,0,0.03300142288208008,0.02006983757019043
70,10000,10000,0,0.036554813385009766,0.026958227157592773
71,10000,10000,0,0.1357421875,0.024288415908813477
72,10000,10000,0,0.035003662109375,0.01805734634399414
73,10000,10000,0,0.02968597412109375,0.02300572395324707
74,10000,10000,0,0.12346076965332031,0.026001691818237305
75,10000,10000,0,0.03951621055603027,0.019003629684448242
76,10000,10000,0,0.030042171478271484,0.01995539665222168
77,10000,10000,0,0.03267312049865723,0.027001619338989258
78,10000,10000,0,0.12955856323242188,0.01908278465270996
79,10000,10000,0,0.027649402618408203,0.018927812576293945
80,10000,10000,0,0.029042482376098633,0.018022537231445312
81,10000,10000,0,0.11475968360900879,0.02257061004638672
82,10000,10000,0,0.03300619125366211,0.02302694320678711
83,10000,10000,0,0.03655242919921875,0.018994808197021484
84,10000,10000,0,0.11954998970031738,0.023001432418823242
85,10000,10000,0,0.03351187705993652,0.023999929428100586
86,10000,10000,0,0.03500986099243164,0.02104473114013672
87,10000,10000,0,0.031594276428222656,0.0180509090423584
88,10000,10000,0,0.14146733283996582,0.02251577377319336
89,10000,10000,0,0.03599977493286133,0.023000478744506836
90,10000,10000,0,0.033013343811035156,0.017560243606567383
91,10000,10000,0,0.11468911170959473,0.016063451766967773
92,10000,10000,0,0.03000187873840332,0.01899409294128418
93,10000,10000,0,0.03060126304626465,0.018011093139648438
94,10000,10000,0,0.023984432220458984,0.01899862289428711
95,10000,10000,0,0.11925816535949707,0.020004749298095703
96,10000,10000,0,0.04100751876831055,0.031046152114868164
97,10000,10000,0,0.04308772087097168,0.02104973793029785
98,10000,10000,0,0.029996156692504883,0.02733778953552246
99,10000,10000,0,0.14357948303222656,0.03099656105041504
6,10000,10000,0,0.028002023696899414,0.0009999275207519531
7,10000,10000,0,0.037000179290771484,0.0
8,10000,10000,0,0.03164076805114746,0.0
9,10000,10000,0,0.03196239471435547,0.02105545997619629
10,10000,10000,0,0.1335771083831787,0.018629074096679688
11,10000,10000,0,0.03393959999084473,0.02106189727783203
12,10000,10000,0,0.032512664794921875,0.022059917449951172
13,0,10000,10000,0.13562870025634766,0.3489818572998047
14,0,10000,10000,0.041997671127319336,0.43014097213745117
15,0,10000,10000,0.035561323165893555,0.2583174705505371
16,0,10000,10000,0.03066539764404297,0.4273192882537842
17,0,10000,10000,0.031049013137817383,0.2968282699584961
18,0,10000,10000,0.03946113586425781,0.39380526542663574
19,0,10000,10000,0.03161334991455078,0.26659727096557617
20,0,10000,10000,0.031601667404174805,0.37011051177978516
21,0,10000,10000,0.03560519218444824,0.30474138259887695
22,0,10000,10000,0.03603219985961914,0.29890990257263184
23,0,10000,10000,0.12964940071105957,0.27988362312316895
24,0,10000,10000,0.03357267379760742,0.3696126937866211
25,0,10000,10000,0.030516624450683594,0.2644228935241699
26,0,10000,10000,0.10556745529174805,0.2666933536529541
27,0,10000,10000,0.03098320960998535,0.30173373222351074
28,0,10000,10000,0.11753177642822266,0.29242420196533203
29,0,10000,10000,0.03463315963745117,0.34865641593933105
30,0,10000,10000,0.02965569496154785,0.27130770683288574
31,0,10000,10000,0.03164529800415039,0.3600032329559326
32,0,10000,10000,0.031067371368408203,0.2689838409423828
33,0,10000,10000,0.02803182601928711,0.29775381088256836
34,0,10000,10000,0.12926530838012695,0.29434943199157715
35,0,10000,10000,0.028998851776123047,0.34185314178466797
36,0,10000,10000,0.029653310775756836,0.31371450424194336
37,0,10000,10000,0.1036677360534668,0.2689054012298584
38,0,10000,10000,0.029490947723388672,0.26343226432800293
39,0,10000,10000,0.143585205078125,0.2739896774291992
40,0,10000,10000,0.031939029693603516,0.3961808681488037
41,0,10000,10000,0.2270040512084961,0.5568301677703857
42,0,10000,10000,0.04198575019836426,0.5329957008361816
43,0,10000,10000,0.06752681732177734,0.4500925540924072
44,0,10000,10000,0.23609399795532227,0.7243902683258057
45,0,10000,10000,0.04854726791381836,0.388289213180542
46,0,10000,10000,0.30767178535461426,0.40739870071411133
