k,edit_distance,target_sequence_length,output_sequence_length,de_bruijn_graph_construction_time,euler_path_reconstruction_time
6,10000,10000,0,0.07502245903015137,0.0010001659393310547
7,10000,10000,0,0.07552409172058105,0.0010082721710205078
8,10000,10000,0,0.0545351505279541,0.0010030269622802734
9,10000,10000,0,0.21959662437438965,0.02800154685974121
10,10000,10000,0,0.08054900169372559,0.05053973197937012
11,10000,10000,0,0.07200193405151367,0.0690772533416748
12,10000,10000,0,0.20706415176391602,0.0260007381439209
13,0,10000,10000,0.04953718185424805,0.6182303428649902
14,0,10000,10000,0.04601168632507324,0.48624110221862793
15,0,10000,10000,0.1540844440460205,0.633246898651123
16,0,10000,10000,0.18407392501831055,0.34827661514282227
17,0,10000,10000,0.14006423950195312,0.37041234970092773
18,0,10000,10000,0.04193997383117676,0.43131446838378906
19,0,10000,10000,0.03956317901611328,0.33968639373779297
20,0,10000,10000,0.12364959716796875,0.3941192626953125
21,0,10000,10000,0.14675688743591309,0.3841681480407715
22,0,10000,10000,0.10951662063598633,0.35578036308288574
23,0,10000,10000,0.03752326965332031,0.48372793197631836
24,0,10000,10000,0.03655886650085449,0.28655099868774414
25,0,10000,10000,0.1345362663269043,0.3703439235687256
26,0,10000,10000,0.13952159881591797,0.35515379905700684
27,0,10000,10000,0.11463499069213867,0.3437511920928955
28,0,10000,10000,0.044580698013305664,0.40976500511169434
29,0,10000,10000,0.04604220390319824,0.3247828483581543
30,0,10000,10000,0.11104488372802734,0.3886284828186035
31,0,10000,10000,0.14210152626037598,0.37236881256103516
32,0,10000,10000,0.11658453941345215,0.3535327911376953
33,0,10000,10000,0.043527841567993164,0.3963189125061035
34,0,10000,10000,0.043004751205444336,0.35117006301879883
35,0,10000,10000,0.18405437469482422,0.33161401748657227
36,0,10000,10000,0.13053631782531738,0.5611951351165771
37,0,10000,10000,0.13952994346618652,0.3441166877746582
38,0,10000,10000,0.052007436752319336,0.37614989280700684
39,0,10000,10000,0.16605377197265625,0.33859682083129883
40,0,10000,10000,0.08257770538330078,0.2770709991455078
41,0,10000,10000,0.099578857421875,0.3931572437286377
42,0,10000,10000,0.03851461410522461,0.4351990222930908
43,0,10000,10000,0.031014204025268555,0.260850191116333
44,0,10000,10000,0.09664773941040039,0.3640787601470947
45,0,10000,10000,0.09050893783569336,0.25903749465942383
46,0,10000,10000,0.09108090400695801,0.2642977237701416
47,0,10000,10000,0.02994060516357422,0.3446962833404541
48,0,10000,10000,0.025515317916870117,0.27638792991638184
49,0,10000,10000,0.1006309986114502,0.28281712532043457
50,0,10000,10000,0.11262130737304688,0.29949378967285156
51,0,10000,10000,0.08452343940734863,0.23988056182861328
52,0,10000,10000,0.0310361385345459,0.374279260635376
