k,edit_distance,target_sequence_length,output_sequence_length,de_bruijn_graph_construction_time,euler_path_reconstruction_time
5,101,101,0,0.0010008811950683594,0.0
6,101,101,0,0.001007080078125,0.0
7,101,101,0,0.0,0.0
8,101,101,0,0.0009899139404296875,0.0
9,101,101,0,0.0,0.0
10,101,101,0,0.001001119613647461,0.0
11,101,101,0,0.0,0.0
12,101,101,0,0.0,0.0009982585906982422
13,101,101,0,0.0,0.0
14,101,101,0,0.0,0.0
15,101,101,0,0.0009999275207519531,0.0
16,101,101,0,0.0,0.0
17,101,101,0,0.0,0.0
18,101,101,0,0.0,0.0
19,101,101,0,0.0010006427764892578,0.0
5,101,101,0,0.0,0.0
6,101,101,0,0.0,0.0
7,101,101,0,0.002000570297241211,0.0
8,101,101,0,0.0,0.0
9,101,101,0,0.0,0.0
10,101,101,0,0.0,0.0010395050048828125
11,101,101,0,0.0,0.0
12,101,101,0,0.0,0.0
13,101,101,0,0.0010025501251220703,0.0
14,101,101,0,0.0,0.0
15,101,101,0,0.0,0.0
16,101,101,0,0.0009615421295166016,0.0
17,101,101,0,0.0,0.0
18,101,101,0,0.0,0.0
19,101,101,0,0.0,0.0
5,101,101,0,0.0,0.0
6,101,101,0,0.0009989738464355469,0.0
7,101,101,0,0.0,0.0
8,101,101,0,0.0,0.0
9,101,101,0,0.0009999275207519531,0.0
10,101,101,0,0.0,0.0
11,101,101,0,0.0009980201721191406,0.0
12,101,101,0,0.0,0.0
13,101,101,0,0.0010025501251220703,0.0
14,101,101,0,0.0,0.0
15,101,101,0,0.0,0.0009970664978027344
16,101,101,0,0.0,0.0
17,101,101,0,0.0,0.0
18,101,101,0,0.0,0.0
19,101,101,0,0.0,0.0009996891021728516
5,101,101,0,0.0,0.0
6,101,101,0,0.0,0.0
7,101,101,0,0.0010013580322265625,0.0
8,101,101,0,0.0,0.0
9,101,101,0,0.0010013580322265625,0.0009982585906982422
10,101,101,0,0.0,0.0
11,101,101,0,0.0,0.0
12,101,101,0,0.0010001659393310547,0.0
13,101,101,0,0.0,0.0
14,101,101,0,0.0,0.0010042190551757812
15,101,101,0,0.0,0.0
16,101,101,0,0.0009980201721191406,0.0
17,101,101,0,0.0,0.0
18,101,101,0,0.0,0.0
19,101,101,0,0.0,0.0
5,101,101,0,0.0009996891021728516,0.0
