k,edit_distance,target_sequence_length,output_sequence_length,de_bruijn_graph_construction_time,euler_path_reconstruction_time
1,40,40,0,0.0,0.00200653076171875
2,40,40,0,0.0,0.0
3,40,40,0,0.0010325908660888672,0.0
4,40,40,0,0.0,0.0
5,1,40,39,0.0,0.0020020008087158203
6,0,40,40,0.0,0.0010485649108886719
7,40,40,0,0.0009589195251464844,0.0
1,40,40,0,0.0,0.0
2,40,40,0,0.0,0.0
3,40,40,0,0.0010399818420410156,0.0
4,40,40,0,0.0,0.0
5,1,40,39,0.0,0.0010008811950683594
6,0,40,40,0.0,0.0019981861114501953
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0
2,40,40,0,0.0009999275207519531,0.0
3,40,40,0,0.0,0.0
4,40,40,0,0.0010004043579101562,0.0
5,1,40,39,0.0,0.0029675960540771484
6,0,40,40,0.0,0.0030319690704345703
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0005509853363037109
2,40,40,0,0.0,0.0
3,40,40,0,0.0,0.0
4,40,40,0,0.0010132789611816406,0.0
5,1,40,39,0.0,0.0010395050048828125
6,0,40,40,0.0,0.0009942054748535156
7,40,40,0,0.0009658336639404297,0.0
1,40,40,0,0.0,0.0
2,40,40,0,0.0,0.001033782958984375
3,40,40,0,0.0,0.0
4,40,40,0,0.0,0.0
5,1,40,39,0.0,0.0010001659393310547
6,0,40,40,0.0,0.0010001659393310547
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0
2,40,40,0,0.0,0.0
3,40,40,0,0.0,0.0
4,40,40,0,0.0,0.0010008811950683594
5,1,40,39,0.0,0.0009601116180419922
6,0,40,40,0.0,0.000997304916381836
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0009992122650146484
2,40,40,0,0.0,0.0
3,40,40,0,0.0,0.0
4,40,40,0,0.0010039806365966797,0.0
5,1,40,39,0.0,0.000990152359008789
6,0,40,40,0.0,0.0009999275207519531
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0010006427764892578
2,40,40,0,0.0,0.0
3,40,40,0,0.0,0.0
4,40,40,0,0.0,0.0
5,1,40,39,0.0,0.0009996891021728516
6,0,40,40,0.001009225845336914,0.0010323524475097656
7,40,40,0,0.0,0.0
1,40,40,0,0.0,0.0
2,40,40,0,0.0,0.0
3,40,40,0,0.0,0.0009667873382568359
