edit_distance,target_sequence_length,output_sequence_length,suffix_array_construction_time,adjacency_matrix_construction_time,sequence_reconstruction_time
0,10000,10000,0.019748926162719727,0.09617424011230469,0.11229467391967773
0,10000,10000,0.021234750747680664,0.09394431114196777,0.1112663745880127
0,10000,10000,0.018773794174194336,0.09345197677612305,0.11125373840332031
0,10000,10000,0.01863384246826172,0.09468293190002441,0.11132454872131348
0,10000,10000,0.01971578598022461,0.09519696235656738,0.11158943176269531
0,10000,10000,0.01897740364074707,0.09388399124145508,0.11106467247009277
0,10000,10000,0.019079923629760742,0.09419512748718262,0.11101984977722168
0,10000,10000,0.018989086151123047,0.0940544605255127,0.11165595054626465
0,10000,10000,0.01917886734008789,0.09447145462036133,0.11087417602539062
0,10000,10000,0.01914072036743164,0.09629631042480469,0.11077165603637695
0,10000,10000,0.019233226776123047,0.09537696838378906,0.11091184616088867
0,10000,10000,0.019201993942260742,0.09432101249694824,0.11115860939025879
0,10000,10000,0.019324302673339844,0.09431910514831543,0.11083197593688965
0,10000,10000,0.019415855407714844,0.09426331520080566,0.11114621162414551
0,10000,10000,0.019242286682128906,0.09956550598144531,0.11083722114562988
0,10000,10000,0.01903390884399414,0.0950620174407959,0.11103296279907227
0,10000,10000,0.019039630889892578,0.0954291820526123,0.11092495918273926
0,10000,10000,0.01907944679260254,0.09569501876831055,0.11109185218811035
0,10000,10000,0.019165754318237305,0.09605789184570312,0.11130380630493164
0,10000,10000,0.019473791122436523,0.09537339210510254,0.1110222339630127
0,10000,10000,0.019115924835205078,0.09555578231811523,0.1114501953125
0,10000,10000,0.019017934799194336,0.0957789421081543,0.11085271835327148
0,10000,10000,0.019591808319091797,0.09581661224365234,0.11135244369506836
0,10000,10000,0.019613265991210938,0.09574532508850098,0.11097574234008789
0,10000,10000,0.020071744918823242,0.09566926956176758,0.11118650436401367
0,10000,10000,0.019997835159301758,0.0955054759979248,0.11092877388000488
0,10000,10000,0.02005743980407715,0.09576106071472168,0.11146664619445801
0,10000,10000,0.0198824405670166,0.09559130668640137,0.11095023155212402
0,10000,10000,0.019962310791015625,0.09584879875183105,0.11075901985168457
0,10000,10000,0.019944190979003906,0.09555387496948242,0.11098051071166992
0,10000,10000,0.020104646682739258,0.09599041938781738,0.1112525463104248
0,10000,10000,0.019899606704711914,0.09568643569946289,0.11108255386352539
0,10000,10000,0.019890546798706055,0.09593629837036133,0.1111612319946289
0,10000,10000,0.02057790756225586,0.0958251953125,0.11107635498046875
0,10000,10000,0.019852638244628906,0.09596061706542969,0.11106061935424805
0,10000,10000,0.01971149444580078,0.09594011306762695,0.11159300804138184
0,10000,10000,0.0196840763092041,0.0959627628326416,0.11132669448852539
0,10000,10000,0.019733428955078125,0.09572982788085938,0.11087536811828613
0,10000,10000,0.019852876663208008,0.09615874290466309,0.11137676239013672
0,10000,10000,0.019717931747436523,0.09586668014526367,0.11083984375
0,10000,10000,0.019841909408569336,0.0959627628326416,0.11122703552246094
0,10000,10000,0.020184993743896484,0.09567379951477051,0.11101198196411133
0,10000,10000,0.0197298526763916,0.0958867073059082,0.11142587661743164
0,10000,10000,0.01975536346435547,0.09594440460205078,0.11128473281860352
0,10000,10000,0.019883394241333008,0.09632277488708496,0.11218833923339844
0,10000,10000,0.0197904109954834,0.09590792655944824,0.11103248596191406
0,10000,10000,0.019876480102539062,0.09566283226013184,0.11195921897888184
0,10000,10000,0.019770383834838867,0.0956888198852539,0.11075425148010254
0,10000,10000,0.019815921783447266,0.09569740295410156,0.11165618896484375
0,10000,10000,0.01977682113647461,0.09571123123168945,0.11120033264160156
0,10000,10000,0.019803524017333984,0.09582710266113281,0.11168241500854492
0,10000,10000,0.019721031188964844,0.09568977355957031,0.11103248596191406
0,10000,10000,0.01986527442932129,0.09586262702941895,0.11151242256164551
0,10000,10000,0.019834041595458984,0.09570026397705078,0.11124372482299805
0,10000,10000,0.0197751522064209,0.09589242935180664,0.11133408546447754
0,10000,10000,0.01974201202392578,0.09777474403381348,0.11134505271911621
0,10000,10000,0.01991581916809082,0.09632253646850586,0.11213970184326172
0,10000,10000,0.019756793975830078,0.09873151779174805,0.11121177673339844
0,10000,10000,0.019875764846801758,0.09629321098327637,0.11163663864135742
0,10000,10000,0.0198214054107666,0.09654784202575684,0.11138200759887695
0,10000,10000,0.019879579544067383,0.09592080116271973,0.11111783981323242
0,10000,10000,0.01992654800415039,0.09646773338317871,0.11124229431152344
0,10000,10000,0.02010488510131836,0.09593057632446289,0.1111140251159668
0,10000,10000,0.019812822341918945,0.09618782997131348,0.11116170883178711
0,10000,10000,0.020245075225830078,0.09596943855285645,0.11119890213012695
0,10000,10000,0.019763469696044922,0.09614753723144531,0.11097168922424316
0,10000,10000,0.020131349563598633,0.09596848487854004,0.11141085624694824
0,10000,10000,0.019801855087280273,0.09624528884887695,0.11089253425598145
0,10000,10000,0.020233154296875,0.0959939956665039,0.11110782623291016
0,10000,10000,0.019771099090576172,0.09628415107727051,0.11083292961120605
0,10000,10000,0.02005791664123535,0.09592270851135254,0.11128687858581543
0,10000,10000,0.01991581916809082,0.09619998931884766,0.11129450798034668
0,10000,10000,0.02017831802368164,0.09586477279663086,0.11159205436706543
0,10000,10000,0.01979851722717285,0.09633803367614746,0.11144089698791504
0,10000,10000,0.019986629486083984,0.0957489013671875,0.11110424995422363
0,10000,10000,0.019835233688354492,0.09641361236572266,0.11119484901428223
0,10000,10000,0.019933700561523438,0.09582304954528809,0.11114501953125
0,10000,10000,0.019826412200927734,0.09633755683898926,0.11118531227111816
0,10000,10000,0.019995927810668945,0.09581398963928223,0.11111998558044434
0,10000,10000,0.019842147827148438,0.09642910957336426,0.11129093170166016
0,10000,10000,0.019882678985595703,0.09590721130371094,0.11097073554992676
0,10000,10000,0.0198667049407959,0.09630656242370605,0.11124300956726074
0,10000,10000,0.019920825958251953,0.0958244800567627,0.11090564727783203
0,10000,10000,0.01985955238342285,0.09632635116577148,0.11093306541442871
0,10000,10000,0.019847869873046875,0.09582161903381348,0.11104869842529297
0,10000,10000,0.0198056697845459,0.0994572639465332,0.11123371124267578
0,10000,10000,0.0201413631439209,0.09597969055175781,0.11154985427856445
0,10000,10000,0.019824504852294922,0.09570431709289551,0.11102437973022461
0,10000,10000,0.02017688751220703,0.09595608711242676,0.11150979995727539
0,10000,10000,0.01988840103149414,0.09583568572998047,0.1109614372253418
0,10000,10000,0.01992511749267578,0.09604144096374512,0.11152076721191406
0,10000,10000,0.019866943359375,0.09953618049621582,0.1111135482788086
0,10000,10000,0.02000713348388672,0.09609603881835938,0.11173772811889648
0,10000,10000,0.019825458526611328,0.09586191177368164,0.11130285263061523
0,10000,10000,0.020021677017211914,0.09620213508605957,0.11169886589050293
0,10000,10000,0.01990795135498047,0.0957789421081543,0.11152076721191406
0,10000,10000,0.019959688186645508,0.09615778923034668,0.11150836944580078
0,10000,10000,0.01992344856262207,0.09583330154418945,0.11113309860229492
0,10000,10000,0.019916772842407227,0.09622979164123535,0.11179232597351074
0,10000,10000,0.019919395446777344,0.09588050842285156,0.11116433143615723
0,10000,10000,0.019948482513427734,0.09608721733093262,0.11189055442810059
0,10000,10000,0.01988506317138672,0.0958092212677002,0.11131596565246582
0,10000,10000,0.01992940902709961,0.096099853515625,0.11182832717895508
0,10000,10000,0.019882917404174805,0.0959632396697998,0.11127662658691406
0,10000,10000,0.02009439468383789,0.09597992897033691,0.11206960678100586
0,10000,10000,0.019868850708007812,0.09585237503051758,0.11076045036315918
0,10000,10000,0.020076751708984375,0.0959327220916748,0.11153364181518555
0,10000,10000,0.019888877868652344,0.0957331657409668,0.1112511157989502
0,10000,10000,0.020162343978881836,0.09591484069824219,0.11186552047729492
0,10000,10000,0.019896745681762695,0.09601569175720215,0.11107134819030762
0,10000,10000,0.020247459411621094,0.09605646133422852,0.11187458038330078
0,10000,10000,0.01986551284790039,0.09581899642944336,0.11087775230407715
0,10000,10000,0.01998448371887207,0.0958719253540039,0.11167025566101074
0,10000,10000,0.019870519638061523,0.09597158432006836,0.11085152626037598
0,10000,10000,0.020163536071777344,0.096038818359375,0.1115255355834961
0,10000,10000,0.01996016502380371,0.09591054916381836,0.11097931861877441
0,10000,10000,0.019991636276245117,0.09577488899230957,0.11170697212219238
0,10000,10000,0.020465373992919922,0.09589672088623047,0.11096000671386719
0,10000,10000,0.01976776123046875,0.09625530242919922,0.1117861270904541
0,10000,10000,0.019628047943115234,0.09604096412658691,0.11101531982421875
0,10000,10000,0.019669532775878906,0.0958719253540039,0.11187338829040527
0,10000,10000,0.019646644592285156,0.09590315818786621,0.11083388328552246
0,10000,10000,0.019786357879638672,0.09577012062072754,0.11165428161621094
0,10000,10000,0.019582509994506836,0.09548068046569824,0.11088061332702637
0,10000,10000,0.02002573013305664,0.0953073501586914,0.11179018020629883
0,10000,10000,0.01969170570373535,0.09479618072509766,0.11090898513793945
0,10000,10000,0.019758224487304688,0.094970703125,0.11141490936279297
0,10000,10000,0.019779443740844727,0.09500622749328613,0.1106266975402832
0,10000,10000,0.019872188568115234,0.09512782096862793,0.11167669296264648
0,10000,10000,0.019730329513549805,0.09489655494689941,0.11124849319458008
0,10000,10000,0.020034074783325195,0.095123291015625,0.11135244369506836
0,10000,10000,0.019795656204223633,0.09487342834472656,0.11100602149963379
0,10000,10000,0.01995563507080078,0.0951833724975586,0.11119556427001953
0,10000,10000,0.019860506057739258,0.09483861923217773,0.11070370674133301
0,10000,10000,0.01984405517578125,0.09524774551391602,0.11064910888671875
0,10000,10000,0.01972198486328125,0.09491324424743652,0.11049890518188477
0,10000,10000,0.01985788345336914,0.09739398956298828,0.11131787300109863
0,10000,10000,0.019910573959350586,0.09495949745178223,0.11054491996765137
0,10000,10000,0.019821882247924805,0.09517049789428711,0.11071968078613281
0,10000,10000,0.01976180076599121,0.09495425224304199,0.11082744598388672
0,10000,10000,0.01984548568725586,0.09506726264953613,0.11124396324157715
0,10000,10000,0.01984715461730957,0.09505796432495117,0.1108400821685791
0,10000,10000,0.01978588104248047,0.09493494033813477,0.1110994815826416
0,10000,10000,0.019753217697143555,0.09484219551086426,0.1111900806427002
0,10000,10000,0.019729137420654297,0.09493899345397949,0.11204195022583008
0,10000,10000,0.019680261611938477,0.09573483467102051,0.11114978790283203
0,10000,10000,0.019716501235961914,0.0955805778503418,0.11129117012023926
0,10000,10000,0.01958489418029785,0.09603238105773926,0.11110877990722656
0,10000,10000,0.019679784774780273,0.09565377235412598,0.11106276512145996
