edit_distance,target_sequence_length,output_sequence_length,suffix_array_construction_time,adjacency_matrix_construction_time,sequence_reconstruction_time
0,10000,10000,0.0197751522064209,0.10791873931884766,0.1100623607635498
0,10000,10000,0.019735097885131836,0.10787129402160645,0.10966968536376953
0,10000,10000,0.019753217697143555,0.10773181915283203,0.10962724685668945
0,10000,10000,0.01971888542175293,0.10808134078979492,0.10944247245788574
0,10000,10000,0.019705772399902344,0.10773944854736328,0.10929560661315918
0,10000,10000,0.019825220108032227,0.10797786712646484,0.10912871360778809
0,10000,10000,0.019749164581298828,0.1082918643951416,0.10893058776855469
0,10000,10000,0.019860506057739258,0.1079106330871582,0.10904955863952637
0,10000,10000,0.01970672607421875,0.10830283164978027,0.10887408256530762
0,10000,10000,0.019803762435913086,0.10788989067077637,0.10886144638061523
0,10000,10000,0.019725799560546875,0.10822153091430664,0.10916829109191895
0,10000,10000,0.020128965377807617,0.10861802101135254,0.10953426361083984
0,10000,10000,0.019765138626098633,0.10806155204772949,0.10857129096984863
0,10000,10000,0.01979804039001465,0.1074669361114502,0.10882782936096191
0,10000,10000,0.01972174644470215,0.1074678897857666,0.1087491512298584
0,10000,10000,0.019770383834838867,0.10747599601745605,0.10906171798706055
0,10000,10000,0.019530057907104492,0.10712480545043945,0.10878419876098633
0,10000,10000,0.019618749618530273,0.10696911811828613,0.10980510711669922
0,10000,10000,0.01965045928955078,0.10693883895874023,0.10862541198730469
0,10000,10000,0.019498109817504883,0.10668635368347168,0.10970091819763184
0,10000,10000,0.019469022750854492,0.1066899299621582,0.10920333862304688
0,10000,10000,0.019820451736450195,0.1080179214477539,0.11068487167358398
0,10000,10000,0.019588470458984375,0.10672831535339355,0.10938835144042969
0,10000,10000,0.01970362663269043,0.10977816581726074,0.10921692848205566
0,10000,10000,0.019827604293823242,0.10984921455383301,0.10998940467834473
0,10000,10000,0.01996898651123047,0.11090707778930664,0.10974502563476562
0,10000,10000,0.02006816864013672,0.10923194885253906,0.10904884338378906
0,10000,10000,0.02065896987915039,0.10958409309387207,0.10928845405578613
0,10000,10000,0.02002739906311035,0.10927724838256836,0.10981369018554688
0,10000,10000,0.02021050453186035,0.11020493507385254,0.11001968383789062
0,10000,10000,0.020085573196411133,0.10944557189941406,0.10947656631469727
0,10000,10000,0.020075559616088867,0.10927152633666992,0.1092829704284668
0,10000,10000,0.019983768463134766,0.1096501350402832,0.10873103141784668
0,10000,10000,0.020138978958129883,0.10913848876953125,0.1092674732208252
0,10000,10000,0.020203113555908203,0.10899066925048828,0.10982775688171387
0,10000,10000,0.020101547241210938,0.11145806312561035,0.10912418365478516
0,10000,10000,0.0200192928314209,0.10920023918151855,0.10976314544677734
0,10000,10000,0.020154953002929688,0.10927438735961914,0.1089944839477539
0,10000,10000,0.020124197006225586,0.1099090576171875,0.10892891883850098
0,10000,10000,0.020200490951538086,0.11002731323242188,0.10954165458679199
0,10000,10000,0.02007293701171875,0.10974431037902832,0.10985732078552246
0,10000,10000,0.020060062408447266,0.10897088050842285,0.10887885093688965
0,10000,10000,0.01999831199645996,0.10961318016052246,0.1084446907043457
0,10000,10000,0.019866228103637695,0.10892772674560547,0.10925674438476562
0,10000,10000,0.019892454147338867,0.1085669994354248,0.10913586616516113
0,10000,10000,0.0200045108795166,0.10851931571960449,0.10996651649475098
0,10000,10000,0.01995682716369629,0.10798287391662598,0.10875225067138672
0,10000,10000,0.019714832305908203,0.10898590087890625,0.1098337173461914
0,10000,10000,0.01974034309387207,0.10939192771911621,0.10914063453674316
0,10000,10000,0.019773244857788086,0.10919904708862305,0.10894250869750977
0,10000,10000,0.019801855087280273,0.10938429832458496,0.10927033424377441
0,10000,10000,0.019833087921142578,0.10966324806213379,0.10925745964050293
0,10000,10000,0.020325422286987305,0.10905098915100098,0.10900211334228516
0,10000,10000,0.020102262496948242,0.10879039764404297,0.1094200611114502
0,10000,10000,0.019939661026000977,0.1086430549621582,0.10868144035339355
0,10000,10000,0.019876480102539062,0.10860872268676758,0.11000800132751465
0,10000,10000,0.01956653594970703,0.1066751480102539,0.10852932929992676
0,10000,10000,0.019650936126708984,0.10721206665039062,0.10937881469726562
0,10000,10000,0.01952362060546875,0.10688400268554688,0.10898089408874512
0,10000,10000,0.019552946090698242,0.10746312141418457,0.10934758186340332
0,10000,10000,0.019434690475463867,0.10779547691345215,0.10890483856201172
0,10000,10000,0.019580364227294922,0.10844922065734863,0.10942268371582031
0,10000,10000,0.02037954330444336,0.10757780075073242,0.10867190361022949
0,10000,10000,0.01988387107849121,0.10777592658996582,0.10888934135437012
0,10000,10000,0.01973724365234375,0.10777163505554199,0.10948824882507324
0,10000,10000,0.019852399826049805,0.1077878475189209,0.10905265808105469
0,10000,10000,0.0199887752532959,0.10798430442810059,0.10942292213439941
0,10000,10000,0.01974320411682129,0.10802340507507324,0.10889911651611328
