edit_distance,target_sequence_length,output_sequence_length,suffix_array_construction_time,adjacency_matrix_construction_time,sequence_reconstruction_time
0,37,37,0.0,0.0009989738464355469,0.04254007339477539
0,37,37,0.0,0.0010001659393310547,0.018999338150024414
0,37,37,0.0,0.0,0.017000675201416016
0,37,37,0.0,0.0010073184967041016,0.016992807388305664
0,37,37,0.0,0.0010013580322265625,0.016001462936401367
0,37,37,0.0,0.0010027885437011719,0.01753830909729004
0,37,37,0.0,0.0009984970092773438,0.016997575759887695
0,37,37,0.0,0.0010001659393310547,0.017002105712890625
0,37,37,0.0010094642639160156,0.0,0.019989728927612305
0,37,37,0.0,0.0,0.02100348472595215
0,37,37,0.0,0.0009996891021728516,0.01552581787109375
0,37,37,0.0,0.0010137557983398438,0.01899409294128418
0,37,37,0.0,0.0009996891021728516,0.01900959014892578
0,37,37,0.0,0.0010008811950683594,0.021033287048339844
0,37,37,0.0,0.0009975433349609375,0.018964767456054688
0,37,37,0.0,0.0009999275207519531,0.02132701873779297
0,37,37,0.0,0.0,0.015959739685058594
0,37,37,0.0,0.0010027885437011719,0.014995813369750977
0,37,37,0.0,0.0009996891021728516,0.021042346954345703
0,37,37,0.0,0.0009715557098388672,0.015991926193237305
0,37,37,0.0,0.001001119613647461,0.014039278030395508
0,37,37,0.0,0.0009996891021728516,0.019543886184692383
0,37,37,0.0,0.0010042190551757812,0.017028331756591797
0,37,37,0.0,0.0010001659393310547,0.015005350112915039
0,37,37,0.0009992122650146484,0.0,0.013959169387817383
0,37,37,0.0,0.0,0.01303553581237793
0,37,37,0.0,0.001001596450805664,0.016051769256591797
0,37,37,0.0,0.0009965896606445312,0.018473386764526367
0,37,37,0.0,0.001012563705444336,0.014988183975219727
0,37,37,0.0,0.0009963512420654297,0.016010761260986328
0,37,37,0.0,0.0009930133819580078,0.019002676010131836
0,37,37,0.0,0.0,0.017002582550048828
0,37,37,0.0,0.0010025501251220703,0.016005992889404297
0,37,37,0.0,0.000997304916381836,0.015524148941040039
0,37,37,0.001001119613647461,0.0,0.0169985294342041
0,37,37,0.0,0.0,0.021037578582763672
0,37,37,0.0010023117065429688,0.0,0.022962570190429688
0,37,37,0.0,0.0009961128234863281,0.014050483703613281
0,37,37,0.0,0.0,0.016533374786376953
0,37,37,0.0,0.0009846687316894531,0.016997098922729492
0,37,37,0.0,0.0009961128234863281,0.018006324768066406
0,37,37,0.0,0.0,0.01900172233581543
0,37,37,0.0,0.0,0.021019458770751953
0,37,37,0.0,0.0009987354278564453,0.017591476440429688
0,37,37,0.0010030269622802734,0.0,0.018001317977905273
0,37,37,0.0,0.0,0.01795816421508789
0,37,37,0.0,0.0010030269622802734,0.019003629684448242
0,37,37,0.0,0.0009944438934326172,0.027011394500732422
0,37,37,0.0,0.0030057430267333984,0.03353261947631836
0,37,37,0.0009958744049072266,0.0010037422180175781,0.0279998779296875
0,37,37,0.0,0.001996755599975586,0.029006242752075195
0,37,37,0.0,0.00099945068359375,0.022528886795043945
0,37,37,0.0,0.0009965896606445312,0.020995140075683594
0,37,37,0.0,0.0010039806365966797,0.016996145248413086
0,37,37,0.0,0.0010018348693847656,0.014996767044067383
0,37,37,0.0,0.0,0.015001773834228516
0,37,37,0.0,0.0,0.01600813865661621
0,37,37,0.0,0.0015125274658203125,0.020006895065307617
0,37,37,0.0,0.0010006427764892578,0.023000717163085938
0,37,37,0.0,0.0010006427764892578,0.019998550415039062
0,37,37,0.0,0.001001119613647461,0.024009227752685547
