edit_distance,target_sequence_length,output_sequence_length,suffix_array_construction_time,adjacency_matrix_construction_time,sequence_reconstruction_time
0,40,40,0.0,0.0020062923431396484,0.018994569778442383
0,40,40,0.0,0.0009965896606445312,0.01599597930908203
0,40,40,0.0,0.0010006427764892578,0.010004043579101562
0,40,40,0.0,0.0009996891021728516,0.018027305603027344
0,40,40,0.0,0.0,0.00898122787475586
0,40,40,0.0,0.0,0.014524221420288086
0,40,40,0.0,0.0010001659393310547,0.015002250671386719
0,40,40,0.0,0.0,0.014040470123291016
0,40,40,0.0,0.0009970664978027344,0.017961978912353516
0,40,40,0.0,0.001001119613647461,0.020000696182250977
0,40,40,0.0,0.0010004043579101562,0.017545461654663086
0,40,40,0.0,0.0,0.016991615295410156
0,40,40,0.0010008811950683594,0.0010018348693847656,0.009998798370361328
0,40,40,0.0,0.0010006427764892578,0.010997295379638672
0,40,40,0.0,0.0010004043579101562,0.008998870849609375
0,40,40,0.0,0.0,0.009001970291137695
0,40,40,0.0,0.0010037422180175781,0.01299595832824707
0,40,40,0.0,0.0,0.014043807983398438
0,40,40,0.0,0.0,0.009036779403686523
0,40,40,0.0,0.0,0.009089469909667969
0,40,40,0.0,0.0,0.009001016616821289
0,40,40,0.0,0.0,0.011008024215698242
0,40,40,0.0,0.0,0.010996103286743164
0,40,40,0.0010371208190917969,0.0,0.012958526611328125
0,40,40,0.0,0.0010073184967041016,0.010029792785644531
0,40,40,0.0,0.0,0.010002374649047852
0,40,40,0.0,0.0,0.008960962295532227
0,40,40,0.0,0.0009992122650146484,0.011013507843017578
0,40,40,0.0,0.0009968280792236328,0.01059412956237793
0,40,40,0.0,0.0,0.00899958610534668
0,40,40,0.0,0.0010025501251220703,0.014011621475219727
0,40,40,0.0,0.0,0.012996196746826172
0,40,40,0.0,0.0,0.01499032974243164
0,40,40,0.0,0.0010006427764892578,0.009039163589477539
0,40,40,0.00096893310546875,0.0,0.008994579315185547
0,40,40,0.0009982585906982422,0.0,0.010084390640258789
0,40,40,0.0,0.0,0.007999181747436523
0,40,40,0.0,0.0,0.008594512939453125
0,40,40,0.0009608268737792969,0.0,0.008039712905883789
0,40,40,0.0,0.0010037422180175781,0.011955022811889648
0,40,40,0.0,0.0,0.011007308959960938
0,40,40,0.0,0.0,0.009032011032104492
0,40,40,0.0,0.0,0.0099639892578125
0,40,40,0.0,0.0,0.008997201919555664
0,40,40,0.0,0.0,0.009998559951782227
0,40,40,0.0,0.0,0.009018182754516602
0,40,40,0.0,0.0010068416595458984,0.007993698120117188
0,40,40,0.0010001659393310547,0.0,0.013349294662475586
0,40,40,0.001001119613647461,0.0,0.013000965118408203
0,40,40,0.0,0.0,0.0099945068359375
0,40,40,0.0,0.0010006427764892578,0.010003089904785156
0,40,40,0.0,0.0,0.01104283332824707
0,40,40,0.0,0.0,0.008957624435424805
0,40,40,0.0,0.00103759765625,0.012004375457763672
0,40,40,0.0,0.0,0.010010719299316406
0,40,40,0.0009992122650146484,0.0,0.008002281188964844
0,40,40,0.0,0.0,0.011560440063476562
0,40,40,0.0009999275207519531,0.0,0.008959054946899414
0,40,40,0.0,0.001004934310913086,0.010037899017333984
0,40,40,0.0,0.0,0.011996030807495117
0,40,40,0.0,0.0,0.013968944549560547
0,40,40,0.0009987354278564453,0.0,0.008999347686767578
0,40,40,0.001001596450805664,0.0,0.010034799575805664
0,40,40,0.0,0.0,0.011014461517333984
0,40,40,0.0010461807250976562,0.0,0.009951591491699219
0,40,40,0.0,0.0010390281677246094,0.014556407928466797
0,40,40,0.0,0.0010001659393310547,0.014999628067016602
0,40,40,0.0,0.0010008811950683594,0.017005443572998047
0,40,40,0.0,0.0009984970092773438,0.016038179397583008
0,40,40,0.0,0.0009999275207519531,0.011957883834838867
0,40,40,0.0,0.0010013580322265625,0.01101374626159668
0,40,40,0.0,0.0,0.010531425476074219
0,40,40,0.0010039806365966797,0.0,0.018053531646728516
0,40,40,0.0,0.0,0.010941743850708008
0,40,40,0.0,0.0,0.014032602310180664
0,40,40,0.0,0.0,0.009964466094970703
0,40,40,0.0,0.0,0.014999628067016602
0,40,40,0.0,0.0,0.01003885269165039
0,40,40,0.0,0.0,0.009041547775268555
0,40,40,0.0,0.0,0.007962465286254883
0,40,40,0.0,0.0,0.010508060455322266
0,40,40,0.0010030269622802734,0.0,0.014039278030395508
0,40,40,0.0010001659393310547,0.0,0.009962320327758789
0,40,40,0.0,0.0010466575622558594,0.010949373245239258
0,40,40,0.0,0.0,0.012007713317871094
0,40,40,0.0,0.00099945068359375,0.00899648666381836
0,40,40,0.0,0.0010037422180175781,0.008998870849609375
